s1_drift	dynamic=2218	static=0
s2_nitro	dynamic=1603	static=0
s3_crash	dynamic=1786	static=0
s4_uturn	dynamic=1637	static=0
s5_gate	dynamic=1298	static=0
s6_rail	dynamic=1236	static=0
s7_bar	dynamic=1507	static=0
title	dynamic=1921	static=0
